%d атомиков — лишние сливаются в кламп, но не используются	%d atomics — the extra ones are merged into the clump but never used	%d atomics — los sobrantes se fusionan en el clump pero no se usan
нет атомика на фрейме «%s» (stricmp по всем клампам записи) — GetAtomicWithName 0x5A4810 → 0, BlendGeometry читает [0+0x18] → краш при ребилде CJ	no atomic on frame «%s» (stricmp across every clump of the entry) — GetAtomicWithName 0x5A4810 → 0, BlendGeometry reads [0+0x18] → crash on the CJ rebuild	no hay atomic en el frame «%s» (stricmp por todos los clumps de la entrada) — GetAtomicWithName 0x5A4810 → 0, BlendGeometry lee [0+0x18] → crash al reconstruir a CJ
Запись одежды = три склеенных DFF-клампа, атомики на фреймах Normal / Fat / Ripped.	A clothes entry = three concatenated DFF clumps with atomics on frames Normal / Fat / Ripped.	Una entrada de ropa = tres clumps DFF concatenados con atomics en los frames Normal / Fat / Ripped.
атомик «%s» ссылается на несуществующую геометрию %d	atomic «%s» references a non-existent geometry %d	el atomic «%s» referencia una geometría inexistente %d
геометрия «%s» без нормалей (флаг 0x10) — BlendGeometry читает массив нормалей всех трёх без проверки → NULL → краш	geometry «%s» without normals (flag 0x10) — BlendGeometry reads the normal arrays of all three unchecked → NULL → crash	geometría «%s» sin normales (flag 0x10) — BlendGeometry lee los arrays de normales de las tres sin comprobar → NULL → crash
геометрия «%s» без UV0 — BlendGeometry читает texcoords[0] → NULL → краш	geometry «%s» without UV0 — BlendGeometry reads texcoords[0] → NULL → crash	geometría «%s» sin UV0 — BlendGeometry lee texcoords[0] → NULL → crash
геометрия «%s» без Skin PLG — RpSkinGetVertexBoneIndices(NULL) → краш	geometry «%s» without a Skin PLG — RpSkinGetVertexBoneIndices(NULL) → crash	geometría «%s» sin Skin PLG — RpSkinGetVertexBoneIndices(NULL) → crash
число вершин normal/fat/ripped = %d/%d/%d — цикл BlendGeometry идёт по normal и читает fat/ripped в ногу: меньшая геометрия → чтение за кучей	vertex counts normal/fat/ripped = %d/%d/%d — the BlendGeometry loop runs over normal and reads fat/ripped in step: a smaller geometry → read past the heap	número de vértices normal/fat/ripped = %d/%d/%d — el bucle de BlendGeometry recorre normal y lee fat/ripped en paralelo: una geometría menor → lectura fuera del heap
%d вершин в normal — сумма по 10 надетым частям может превысить 65535 (u16-индексы треугольников и short-смещение в ConstructGeometryAndSkinArrays 0x5A6530); ваниль макс 734	%d vertices in normal — the sum over the 10 worn parts can exceed 65535 (u16 triangle indices and a short base offset in ConstructGeometryAndSkinArrays 0x5A6530); vanilla max 734	%d vértices en normal — la suma de las 10 prendas puestas puede superar 65535 (índices de triángulo u16 y desplazamiento short en ConstructGeometryAndSkinArrays 0x5A6530); máximo vanilla 734
у атомика «%s» нет HAnim PLG на его фрейме или ниже — GetAnimHierarchyFromFrame 0x734AB0 → NULL, StoreBoneArray 0x5A48B0 читает hierarchy+4 → краш	atomic «%s» has no HAnim PLG on its frame or below — GetAnimHierarchyFromFrame 0x734AB0 → NULL, StoreBoneArray 0x5A48B0 reads hierarchy+4 → crash	el atomic «%s» no tiene HAnim PLG en su frame ni debajo — GetAnimHierarchyFromFrame 0x734AB0 → NULL, StoreBoneArray 0x5A48B0 lee hierarchy+4 → crash
HAnim «%s»: %d нод > 64 — gBoneIndices[i][64] переполняется (для extra1 — поверх каталога player.img)	HAnim «%s»: %d nodes > 64 — gBoneIndices[i][64] overflows (for extra1 — over the player.img directory)	HAnim «%s»: %d nodos > 64 — gBoneIndices[i][64] se desborda (para extra1, encima del directorio de player.img)
«%s»: индекс кости %d ≥ числа нод HAnim %d — BuildBoneIndexConversionTable читает мусор стека, вершина следует за случайной костью	«%s»: bone index %d ≥ HAnim node count %d — BuildBoneIndexConversionTable reads stack garbage, the vertex follows a random bone	«%s»: índice de hueso %d ≥ número de nodos HAnim %d — BuildBoneIndexConversionTable lee basura de la pila, el vértice sigue a un hueso aleatorio
первый атомик первого клампа не скинен — SetClump 0x4C4F70 (флаг 2) не назначает иерархии ни одному атомику → StoreBoneArray(NULL) → краш	the first atomic of the first clump is not skinned — SetClump 0x4C4F70 (flag 2) assigns no hierarchy to any atomic → StoreBoneArray(NULL) → crash	el primer atomic del primer clump no está skinned — SetClump 0x4C4F70 (flag 2) no asigna jerarquía a ningún atomic → StoreBoneArray(NULL) → crash
TXD не разбирается — словарь NULL → CopyTexture → краш	TXD does not parse — NULL dictionary → CopyTexture → crash	el TXD no se puede analizar — diccionario NULL → CopyTexture → crash
в TXD нет текстур — GetFirstTexture → NULL → CopyTexture mov ebx,[eax] → краш	the TXD holds no textures — GetFirstTexture → NULL → CopyTexture mov ebx,[eax] → crash	el TXD no tiene texturas — GetFirstTexture → NULL → CopyTexture mov ebx,[eax] → crash
%d текстур — используется только первая («%s»)	%d textures — only the first one is used («%s»)	%d texturas — solo se usa la primera («%s»)
растр «%s»: %d bpp%s%s — CopyTexture/BlendTextures/PlaceTextureOnTopOfTexture читают и пишут 4 байта на пиксель через RwRasterLock: буфер сжатого растра в 4–8 раз меньше w×h×4 → переполнение кучи	raster «%s»: %d bpp%s%s — CopyTexture/BlendTextures/PlaceTextureOnTopOfTexture read and write 4 bytes per pixel through RwRasterLock: a compressed raster buffer is 4–8× smaller than w×h×4 → heap overflow	raster «%s»: %d bpp%s%s — CopyTexture/BlendTextures/PlaceTextureOnTopOfTexture leen y escriben 4 bytes por píxel vía RwRasterLock: el búfer de un raster comprimido es 4–8 veces menor que w×h×4 → desbordamiento del heap
, палитра	, palette	, paleta
Все растры player.img — несжатые 32 bpp (ваниль: формат 0x500/0x600, 1 мип).	Every player.img raster is uncompressed 32 bpp (vanilla: format 0x500/0x600, 1 mip).	Todos los rasters de player.img son 32 bpp sin comprimir (vanilla: formato 0x500/0x600, 1 mip).
torso-слот	torso slot	slot torso
legs-слот	legs slot	slot legs
татуировка	tattoo	tatuaje
%s: %d×%d вместо %d×%d — PlaceTextureOnTopOfTexture 0x5A57B0 идёт по w×h источника: больший overlay пишет за растр назначения (краш), меньший оставляет остаток нетронутым	%s: %d×%d instead of %d×%d — PlaceTextureOnTopOfTexture 0x5A57B0 loops over the source w×h: a larger overlay writes past the destination raster (crash), a smaller one leaves the rest untouched	%s: %d×%d en vez de %d×%d — PlaceTextureOnTopOfTexture 0x5A57B0 recorre el w×h de la fuente: un overlay mayor escribe fuera del raster destino (crash), uno menor deja el resto intacto
в %s.txd нет текстуры «%s» — RwTexDictionaryFindNamedTexture → NULL → RwRasterLock(NULL) в BlendTextures → краш	%s.txd has no texture «%s» — RwTexDictionaryFindNamedTexture → NULL → RwRasterLock(NULL) in BlendTextures → crash	%s.txd no tiene la textura «%s» — RwTexDictionaryFindNamedTexture → NULL → RwRasterLock(NULL) en BlendTextures → crash
«%s» %d×%d ≠ «%s» %d×%d — цикл BlendTextures ограничен растром _fat, 4 Б/пиксель	«%s» %d×%d ≠ «%s» %d×%d — the BlendTextures loop is bounded by the _fat raster, 4 B/pixel	«%s» %d×%d ≠ «%s» %d×%d — el bucle de BlendTextures está limitado por el raster _fat, 4 B/píxel
пустой базовый TXD	empty base TXD	TXD base vacío
нет player.dff (скинированный кламп CJ, модель 0) — CreateSkinnedClump 0x5A6C6A: GetFirstAtomic/RpSkinGeometryGetSkin по NULL → краш	no player.dff (the skinned CJ clump, model 0) — CreateSkinnedClump 0x5A6C6A: GetFirstAtomic/RpSkinGeometryGetSkin on NULL → crash	no hay player.dff (clump skinned de CJ, modelo 0) — CreateSkinnedClump 0x5A6C6A: GetFirstAtomic/RpSkinGeometryGetSkin sobre NULL → crash
нет csplay.dff (катсценный скелет CJ, hier 1 в default.ide) — RebuildCutscenePlayer → CreateSkinnedClump(NULL) → краш при первой катсцене	no csplay.dff (the cutscene CJ skeleton, hier 1 in default.ide) — RebuildCutscenePlayer → CreateSkinnedClump(NULL) → crash on the first cutscene	no hay csplay.dff (esqueleto de cinemáticas de CJ, hier 1 en default.ide) — RebuildCutscenePlayer → CreateSkinnedClump(NULL) → crash en la primera cinemática
нет player.txd — RequestSpecialModel назначает модели 0 словарь «generic», и каждый ребилд CJ уничтожает ВСЕ текстуры generic.txd (RwTexDictionaryForAllTextures(destroy) 0x5A69D0)	no player.txd — RequestSpecialModel gives model 0 the «generic» dictionary, and every CJ rebuild destroys ALL textures of generic.txd (RwTexDictionaryForAllTextures(destroy) 0x5A69D0)	no hay player.txd — RequestSpecialModel asigna al modelo 0 el diccionario «generic», y cada reconstrucción de CJ destruye TODAS las texturas de generic.txd (RwTexDictionaryForAllTextures(destroy) 0x5A69D0)
нет строки «hier 1, csplay, player» — LoadCutsceneData 0x4D5E80 делает RequestModel(1) для катсценного CJ	no «hier 1, csplay, player» line — LoadCutsceneData 0x4D5E80 does RequestModel(1) for the cutscene CJ	falta la línea «hier 1, csplay, player» — LoadCutsceneData 0x4D5E80 hace RequestModel(1) para el CJ de cinemáticas
